text	tags
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
2021	O
1	O
23	O
releasing	O
ip	O
address	O
es	O
container	O
"
"	
2021	O
1	O
23	O
released	O
address	O
using	O
handleid	O
container	O
handleid	O
container	O
network	O
interface0	O
"
"	
unmounting	O
a	O
volume	O
to	O
a	O
pod	O
teardown	O
succeeded	O
outervolumespecname	O
:	O
var	O
log	O
journal	O
pod	O
innervolumespecname	O
var	O
log	O
journal	O
pluginname	O
kubernetes	O
io	O
host	O
path	O
volumegidvalue	O
"
"	
volume	O
detached	O
:	O
kubernetes	O
io	O
secret	O
on	O
node	O
uat31	O
deveu	O
sosiv	O
io	O
devicepath	O
"
"	
pod	B-ACT
status	I-ACT
updated	I-ACT
pod	O
kube	O
system	O
deveu	O
sosiv	O
io	O
status	O
running	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
liveness	O
probe	O
for	O
deveu	O
sosiv	O
io	O
kube	O
system	O
8913a6a38517bdc2a5cb8fac44845f8c	O
nginx	B-ACT
proxy	I-ACT
failed	I-ACT
get	O
http	O
:	O
ip	O
port	O
healthz	O
a	O
tcp	B-ACT
connection	I-ACT
was	I-ACT
attempted	I-ACT
ip	O
port	O
network	O
connection	O
attempted	O
cannot	B-ACT
communicate	I-ACT
with	I-ACT
the	I-ACT
destination	I-ACT
host	I-ACT
.	O
the	B-RSL
network	I-RSL
is	I-RSL
unreachable	I-RSL
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
time	O
2021	O
1	O
23t	O
5	O
0	O
this	O
is	O
an	O
informational	O
message	O
.	O
shim	O
disconnected	O
id	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
openebs	O
provisioner	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
5m0s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
openebs	O
provisioner	O
pod	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
openebs	O
provisioner	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
5m0s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
openebs	O
provisioner	O
pod	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
openebs	O
localpv	O
provisioner	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
5m0s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
openebs	O
localpv	O
provisioner	O
pod	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
couldn	O
stat	O
device	O
dev	O
"
"	
started	S-RSL
"
"	
time	O
2021	O
1	O
23t	O
5	O
0	O
this	O
is	O
an	O
informational	O
message	O
.	O
shim	O
disconnected	O
id	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
status	I-ACT
updated	I-ACT
pod	O
kube	O
system	O
deveu	O
sosiv	O
io	O
status	O
running	O
"
"	
pod	B-ACT
status	I-ACT
updated	I-ACT
pod	O
kube	O
system	O
deveu	O
sosiv	O
io	O
status	O
running	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
couldn	O
stat	O
device	O
dev	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
etcdcleaner	O
with	O
container	O
image	O
could	O
not	O
be	O
downloaded,	O
kubernetes	O
will	O
delay	O
the	O
next	O
download	O
attempt	O
:	O
back	O
off	O
container	B-ACT
image	I-ACT
is	I-ACT
being	I-ACT
downloaded	I-ACT
to	I-ACT
the	I-ACT
node	I-ACT
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
2021	O
1	O
23	O
releasing	B-RSL
all	I-RSL
ips	I-RSL
with	I-RSL
handle	I-RSL
sosivio	O
test	O
"
"	
time	O
2021	O
1	O
23t	O
5	O
0	O
this	O
is	O
an	O
informational	O
message	O
.	O
shim	O
disconnected	O
id	O
"
"	
failed	B-ACT
to	I-ACT
stop	I-ACT
the	I-ACT
container's	I-ACT
filesystem	I-ACT
before	O
removing	O
:	O
remote	B-ACT
procedure	I-ACT
call	I-ACT
failed	I-ACT
:	O
code	O
network	O
plugin	O
container	B-ACT
network	I-ACT
interface	I-ACT
failed	I-ACT
to	O
teardown	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
etcdcleaner	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
2m40s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
etcdcleaner	O
pod	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
time	O
2021	O
1	O
23t	O
5	O
0	O
this	O
is	O
an	O
informational	O
message	O
.	O
ignoring	O
event	O
module	O
libcontainerd	O
namespace	O
moby	O
topic	O
tasks	O
delete	O
type	O
events	O
taskdelete	O
"
"	
error	O
deleting	O
etcdtest	O
nsqd	O
from	O
network	O
Calico	O
CNI	O
SDN	O
0	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
couldn	O
stat	O
device	O
dev	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
openebs	O
provisioner	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
5m0s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
openebs	O
provisioner	O
pod	O
"
"	
not	O
found	O
in	O
pod	O
containers	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
kernel	O
ipv6	O
:	O
link	O
becomes	O
ready	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
etcdcleaner	O
with	O
container	O
image	O
could	O
not	O
be	O
downloaded,	O
kubernetes	O
will	O
delay	O
the	O
next	O
download	O
attempt	O
:	O
back	O
off	O
container	B-ACT
image	I-ACT
is	I-ACT
being	I-ACT
downloaded	I-ACT
to	I-ACT
the	I-ACT
node	I-ACT
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
error	O
deleting	O
nightly	O
rolling	O
etcd	O
from	O
network	O
Calico	O
CNI	O
SDN	O
0	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
2021	O
1	O
23	O
Calico	O
CNI	O
SDN	O
IP	O
address	O
management	O
assigned	O
addresses	O
ipv4	O
ip	O
24	O
ipv6	O
container	O
handleid	O
container	O
network	O
interface0	O
"
"	
2021	O
1	O
23	O
trying	O
affinity	O
for	O
ip	O
24	O
host	O
uat19	O
deveu	O
sosiv	O
io	O
"
"	
error	O
deleting	O
etcdtest	O
nsqd	O
from	O
network	O
Calico	O
CNI	O
SDN	O
0	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
failed	B-ACT
to	I-ACT
stop	I-ACT
the	I-ACT
container's	I-ACT
filesystem	I-ACT
before	O
removing	O
:	O
remote	B-ACT
procedure	I-ACT
call	I-ACT
failed	I-ACT
:	O
code	O
network	O
plugin	O
container	B-ACT
network	I-ACT
interface	I-ACT
failed	I-ACT
to	O
teardown	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
time	O
2021	O
1	O
23t	O
5	O
0	O
this	O
is	O
an	O
informational	O
message	O
.	O
shim	O
disconnected	O
id	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
openebs	O
localpv	O
provisioner	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
5m0s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
openebs	O
localpv	O
provisioner	O
pod	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
2021	O
1	O
23	O
cleaning	O
up	O
netns	O
container	O
"
"	
2021	O
1	O
23	O
trying	O
affinity	O
for	O
ip	O
24	O
host	O
uat3	O
deveu	O
sosiv	O
io	O
"
"	
pod	B-ACT
status	I-ACT
updated	I-ACT
pod	O
kube	O
system	O
deveu	O
sosiv	O
io	O
status	O
running	O
"
"	
started	S-RSL
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
graphite	O
with	O
container	O
image	O
could	O
not	O
be	O
downloaded,	O
kubernetes	O
will	O
delay	O
the	O
next	O
download	O
attempt	O
:	O
back	O
off	O
container	B-ACT
image	I-ACT
is	I-ACT
being	I-ACT
downloaded	I-ACT
to	I-ACT
the	I-ACT
node	I-ACT
docker	O
rct	O
co	O
il	O
graphite	O
statsd	O
\	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
manager	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
5m0s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
manager	O
pod	O
"
"	
stoppodthe	O
container's	O
filesystem	O
from	O
runtime	B-ACT
service	I-ACT
failed	I-ACT
:	O
remote	B-ACT
procedure	I-ACT
call	I-ACT
failed	I-ACT
:	O
code	O
network	O
plugin	O
container	B-ACT
network	I-ACT
interface	I-ACT
failed	I-ACT
to	O
teardown	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
trying	O
to	O
execute	O
a	O
command	O
inside	O
a	O
container	O
livenessprobe	B-RSL
failed	I-RSL
:	O
remote	B-ACT
procedure	I-ACT
call	I-ACT
failed	I-ACT
:	O
code	O
fatal	O
error	O
container	B-RSL
not	I-RSL
running	I-RSL
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
unable	O
to	O
retrieve	O
due	O
to	O
not	O
found	O
the	B-RSL
image	I-RSL
pull	I-RSL
may	I-RSL
not	I-RSL
succeed	I-RSL
"
"	
stoppodthe	O
container's	O
filesystem	O
from	O
runtime	B-ACT
service	I-ACT
failed	I-ACT
:	O
remote	B-ACT
procedure	I-ACT
call	I-ACT
failed	I-ACT
:	O
code	O
network	O
plugin	O
container	B-ACT
network	I-ACT
interface	I-ACT
failed	I-ACT
to	O
teardown	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
pod	B-ACT
status	I-ACT
updated	I-ACT
pod	O
kube	O
system	O
deveu	O
sosiv	O
io	O
status	O
running	O
"
"	
couldn	O
stat	O
device	O
dev	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
2021	O
1	O
23	O
Calico	O
CNI	O
SDN	O
found	B-ACT
existing	I-ACT
endpoint	I-ACT
:	O
kubernetes	O
node	O
projectcalico	O
org	O
v3	O
uat16	O
deveu	O
sosiv	O
rqlite	O
sosivio	O
test	O
135236490	O
2021	O
1	O
23	O
500	O
est	O
non	B-RSL
existent	I-RSL
map	I-RSL
app	O
rqlite	O
controller	O
revision	O
hash	O
:	O
platform	O
sosivio	O
map	O
k8s	O
uat16	O
deveu	O
sosiv	O
io	O
eth0	O
kns	O
sosivio	O
test	O
ksa	O
calia0ca2265f5a	O
container	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
openebs	O
snapshot	O
provisioner	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
5m0s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
openebs	O
snapshot	O
provisioner	O
pod	O
"
"	
2021	O
1	O
23	O
writing	O
block	O
in	O
order	O
to	O
claim	O
ips	O
block	O
ip	O
24	O
handle	O
container	O
network	O
interface0	O
host	O
uat29	O
deveu	O
sosiv	O
io	O
"
"	
failed	B-ACT
to	I-ACT
stop	I-ACT
the	I-ACT
container's	I-ACT
filesystem	I-ACT
before	O
removing	O
:	O
remote	B-ACT
procedure	I-ACT
call	I-ACT
failed	I-ACT
:	O
code	O
network	O
plugin	O
container	B-ACT
network	I-ACT
interface	I-ACT
failed	I-ACT
to	O
teardown	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
2021	O
1	O
23	O
Calico	O
CNI	O
SDN	O
releasing	O
ip	O
address	O
container	O
"
"	
couldn	O
stat	O
device	O
dev	O
"
"	
removed	O
slice	O
"
"	
pod	B-ACT
status	I-ACT
updated	I-ACT
pod	O
kube	O
system	O
deveu	O
sosiv	O
io	O
status	O
running	O
"
"	
kernel	O
ipv6	O
:	O
link	O
becomes	O
ready	O
"
"	
2021	O
1	O
23	O
releasing	B-RSL
all	I-RSL
ips	I-RSL
with	I-RSL
handle	I-RSL
sosivio	O
test	O
"
"	
pod	B-ACT
status	I-ACT
updated	I-ACT
pod	O
kube	O
system	O
deveu	O
sosiv	O
io	O
status	O
running	O
"
"	
stoppodthe	O
container's	O
filesystem	O
from	O
runtime	B-ACT
service	I-ACT
failed	I-ACT
:	O
remote	B-ACT
procedure	I-ACT
call	I-ACT
failed	I-ACT
:	O
code	O
network	O
plugin	O
container	B-ACT
network	I-ACT
interface	I-ACT
failed	I-ACT
to	O
teardown	O
network	O
:	O
kubernetes	O
node	O
crd	O
projectcalico	O
org	O
namespace	O
node	O
not	O
found	O
"
"	
trying	O
to	O
execute	O
a	O
command	O
inside	O
a	O
container	O
livenessprobe	B-RSL
failed	I-RSL
:	O
remote	B-ACT
procedure	I-ACT
call	I-ACT
failed	I-ACT
:	O
code	O
fatal	O
error	O
container	B-RSL
not	I-RSL
running	I-RSL
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
status	I-ACT
updated	I-ACT
pod	O
kube	O
system	O
deveu	O
sosiv	O
io	O
status	O
running	O
"
"	
unmounting	O
a	O
volume	O
to	O
a	O
pod	O
started	S-RSL
:	O
kubernetes	O
io	O
host	O
path	O
pod	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
pod	B-ACT
could	I-ACT
not	I-ACT
reach	I-ACT
running	I-ACT
phase	I-ACT
namespace	O
podid	O
skipping	O
:	O
failed	B-ACT
to	I-ACT
start	I-ACT
container	I-ACT
command	I-ACT
for	O
openebs	O
localpv	O
provisioner	O
with	O
the	B-ACT
container	I-ACT
does	I-ACT
not	I-ACT
run	I-ACT
properly	I-ACT
and	I-ACT
is	I-ACT
failing	I-ACT
continuously	I-ACT
.	O
kubernetes	B-ACT
will	I-ACT
delay	I-ACT
the	I-ACT
next	I-ACT
restart	I-ACT
of	I-ACT
the	I-ACT
container	I-ACT
:	O
back	O
off	O
5m0s	O
restarting	B-RSL
failed	I-RSL
container	I-ACT
openebs	O
localpv	O
provisioner	O
pod	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
"
"	
orphaned	O
pod	O
found	O
but	O
are	O
still	O
present	O
on	O
disk	O
there	O
were	O
total	O
of	O
errors	O
similar	O
to	O
this	O
turn	O
up	O
verbosity	O
to	O
see	O
them	O
